"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, -3.53905938e-01, 2.04088740e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 6.99634505e-01, 1.94842661e+00, -7.02925690e-01, 0.00000000e+00, -1.73407870e-01, -1.00000000e+01, 0.00000000e+00, -1.63468731e+00, 1.91552299e-01, -5.62128930e-01, 3.83042954e+00, 0.00000000e+00, 9.0000000000, 4.0000000000, 0.0032521667
           1, -4.65710994e-01, 2.69089170e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.25290307e-01, 2.56914115e+00, -9.25904238e-01, 0.00000000e+00, -1.73069393e-01, -1.00000000e+01, 0.00000000e+00, -1.87242871e+00, 3.19804638e-01, 2.86457460e-01, 3.59117887e+00, 0.00000000e+00, 8.0000000000, 2.0020000000, 0.0064390500
           2, -5.40874826e-01, 3.11695955e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.07869264e+00, 2.97568400e+00, -1.07391207e+00, 0.00000000e+00, -1.73526418e-01, -1.00000000e+01, 0.00000000e+00, -1.95467207e+00, 3.89751703e-01, 3.81967118e-01, 3.50921203e+00, 0.00000000e+00, 8.0000000000, 2.6322963006, 0.0083579833
           3, -5.73356533e-01, 3.28068267e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.14458395e+00, 3.13127942e+00, -1.13433053e+00, 0.00000000e+00, -1.74767446e-01, -1.00000000e+01, 0.00000000e+00, -2.00735463e+00, 4.10679336e-01, 4.11678837e-01, 3.45698635e+00, 0.00000000e+00, 8.0000000000, 2.8937196371, 0.0121552500
           4, -5.78308295e-01, 3.27859396e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.15501035e+00, 3.12836257e+00, -1.13884436e+00, 0.00000000e+00, -1.76389117e-01, -1.00000000e+01, 0.00000000e+00, -2.03073646e+00, 4.01801099e-01, 4.05345027e-01, 3.43381008e+00, 0.00000000e+00, 9.0000000000, 3.0746644784, 0.0162617167
           5, -5.70276998e-01, 3.19873207e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.13861740e+00, 3.05110858e+00, -1.11706720e+00, 0.00000000e+00, -1.78282202e-01, -1.00000000e+01, 0.00000000e+00, -2.04466846e+00, 3.84578682e-01, 3.88474451e-01, 3.41996100e+00, 0.00000000e+00, 9.0000000000, 3.1585564880, 0.0202158667
           6, -5.59670030e-01, 3.09699860e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.11320679e+00, 2.95276255e+00, -1.08895555e+00, 0.00000000e+00, -1.80713685e-01, -1.00000000e+01, 0.00000000e+00, -2.05600648e+00, 3.71254371e-01, 3.75133351e-01, 3.40873769e+00, 0.00000000e+00, 9.0000000000, 3.2096275875, 0.0239737333
           7, -5.52378347e-01, 3.00045805e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.08713072e+00, 2.85895486e+00, -1.06501055e+00, 0.00000000e+00, -1.84098007e-01, -1.00000000e+01, 0.00000000e+00, -2.06532758e+00, 3.64993017e-01, 3.69347019e-01, 3.39959757e+00, 0.00000000e+00, 9.0000000000, 3.2517987197, 0.0276846833
           8, -5.50964019e-01, 2.91866657e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.06327199e+00, 2.77865157e+00, -1.04941477e+00, 0.00000000e+00, -1.88772512e-01, -1.00000000e+01, 0.00000000e+00, -2.07239008e+00, 3.64587918e-01, 3.70009296e-01, 3.39275846e+00, 0.00000000e+00, 9.0000000000, 3.2868827015, 0.0315262333
           9, -5.55839235e-01, 2.85216607e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.04189614e+00, 2.71231479e+00, -1.04266823e+00, 0.00000000e+00, -1.94883195e-01, -1.00000000e+01, 0.00000000e+00, -2.07746087e+00, 3.68065340e-01, 3.74940589e-01, 3.38792417e+00, 0.00000000e+00, 9.0000000000, 3.3137173189, 0.0346300500
          10, -5.66228856e-01, 2.79778914e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.02230858e+00, 2.65695983e+00, -1.04345755e+00, 0.00000000e+00, -2.02384393e-01, -1.00000000e+01, 0.00000000e+00, -2.08114831e+00, 3.73948225e-01, 3.82499541e-01, 3.38447308e+00, 0.00000000e+00, 9.0000000000, 3.3331192373, 0.0383905667
          11, -5.80896834e-01, 2.75159616e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.00367777e+00, 2.60892156e+00, -1.04988137e+00, 0.00000000e+00, -2.11112678e-01, -1.00000000e+01, 0.00000000e+00, -2.08408099e+00, 3.81306418e-01, 3.91695029e-01, 3.38177358e+00, 0.00000000e+00, 9.0000000000, 3.3472995052, 0.0414734833
