"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, 2.78823502e+00, 2.18130734e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.59369640e+00, 1.82524784e+00, 3.03328643e+00, 0.00000000e+00, 1.27824033e+00, 7.00000000e+00, 0.00000000e+00, -1.75702421e+00, 7.26146494e-02, -8.38241589e-01, 3.70809264e+00, 0.00000000e+00, 9.0000000000, 4.0000000000, 0.0019168559
           1, 3.68394312e+00, 2.88329247e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.10675576e+00, 2.41284111e+00, 4.00786853e+00, 0.00000000e+00, 1.27768624e+00, 7.00000000e+00, 0.00000000e+00, -1.98985694e+00, 1.58794545e-01, 1.98382877e-01, 3.47414148e+00, 0.00000000e+00, 7.0000000000, 2.0020000000, 0.0036227841
           2, 4.28760299e+00, 3.35216344e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.45173883e+00, 2.80464956e+00, 4.66416980e+00, 0.00000000e+00, 1.27905547e+00, 7.00000000e+00, 0.00000000e+00, -2.06798479e+00, 2.31637761e-01, 2.96851956e-01, 3.39614292e+00, 0.00000000e+00, 8.0000000000, 2.6174623020, 0.0053056010
           3, 4.54521624e+00, 3.54323526e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.59777081e+00, 2.96290200e+00, 4.94314865e+00, 0.00000000e+00, 1.28278703e+00, 7.00000000e+00, 0.00000000e+00, -2.11487355e+00, 2.60910439e-01, 3.31901438e-01, 3.34945688e+00, 0.00000000e+00, 9.0000000000, 2.8638110451, 0.0070551479
           4, 4.58405885e+00, 3.55632377e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.61830750e+00, 2.97115923e+00, 4.98329681e+00, 0.00000000e+00, 1.28898805e+00, 7.00000000e+00, 0.00000000e+00, -2.13212107e+00, 2.62203723e-01, 3.33009747e-01, 3.33227108e+00, 0.00000000e+00, 9.0000000000, 3.0226561303, 0.0089413616
           5, 4.51852134e+00, 3.48337002e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.57941995e+00, 2.90673628e+00, 4.90935699e+00, 0.00000000e+00, 1.29716950e+00, 7.00000000e+00, 0.00000000e+00, -2.13977070e+00, 2.55090407e-01, 3.24690247e-01, 3.32465664e+00, 0.00000000e+00, 9.0000000000, 3.0832767183, 0.0108541376
           6, 4.42110898e+00, 3.38343724e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.52278427e+00, 2.81941996e+00, 4.80049198e+00, 0.00000000e+00, 1.30669159e+00, 7.00000000e+00, 0.00000000e+00, -2.14486819e+00, 2.50436890e-01, 3.19225154e-01, 3.31965521e+00, 0.00000000e+00, 9.0000000000, 3.1105509169, 0.0126936498
           7, 4.32728527e+00, 3.28584235e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.46860119e+00, 2.73398676e+00, 4.69547380e+00, 0.00000000e+00, 1.31694854e+00, 7.00000000e+00, 0.00000000e+00, -2.14800193e+00, 2.51330584e-01, 3.19623397e-01, 3.31668216e+00, 0.00000000e+00, 9.0000000000, 3.1288595133, 0.0145681049
           8, 4.25019212e+00, 3.20184876e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.42420364e+00, 2.66001454e+00, 4.60871904e+00, 0.00000000e+00, 1.32741814e+00, 7.00000000e+00, 0.00000000e+00, -2.14883109e+00, 2.57226066e-01, 3.24812769e-01, 3.31605670e+00, 0.00000000e+00, 9.0000000000, 3.1401683326, 0.0163871929
           9, 4.19144510e+00, 3.13326785e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.39033567e+00, 2.59910428e+00, 4.54205200e+00, 0.00000000e+00, 1.33772320e+00, 7.00000000e+00, 0.00000000e+00, -2.14755477e+00, 2.66744803e-01, 3.33083860e-01, 3.31756184e+00, 0.00000000e+00, 9.0000000000, 3.1431673989, 0.0182806429
