"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          15, -1.45917887e-03, 8.08588240e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.25543501e-03, 8.08588240e-02, -1.45917887e-03, 0.00000000e+00, -1.80460066e-02, 0.00000000e+00, 0.00000000e+00, 2.45374600e+00, 5.70162124e+00, 4.31224874e+00, 8.70184947e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0207112500
          16, -8.67794366e-04, 7.71546019e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.39537208e-03, 7.71546019e-02, -8.67794366e-04, 0.00000000e+00, -1.12474738e-02, 0.00000000e+00, 0.00000000e+00, 2.46492356e+00, 5.71300444e+00, 4.32900961e+00, 8.71336095e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0219570000
          17, -4.26928948e-04, 7.35182306e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.50197566e-03, 7.35182306e-02, -4.26928948e-04, 0.00000000e+00, -5.80711674e-03, 0.00000000e+00, 0.00000000e+00, 2.47583266e+00, 5.72411149e+00, 4.34454587e+00, 8.72458650e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0231887667
          18, -1.88460680e-04, 7.02646568e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.56337075e-03, 7.02646568e-02, -1.88460680e-04, 0.00000000e+00, -2.68215471e-03, 0.00000000e+00, 0.00000000e+00, 2.48647704e+00, 5.73494545e+00, 4.35889081e+00, 8.73552858e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0244344167
          19, -1.57153750e-04, 6.75524505e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.57846171e-03, 6.75524505e-02, -1.57153750e-04, 0.00000000e+00, -2.32639598e-03, 0.00000000e+00, 0.00000000e+00, 2.49685845e+00, 5.74550735e+00, 4.37208370e+00, 8.74618770e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0256883833
          20, -2.95369810e-04, 6.54235339e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.55583838e-03, 6.54235339e-02, -2.95369810e-04, 0.00000000e+00, -4.51473334e-03, 0.00000000e+00, 0.00000000e+00, 2.50697717e+00, 5.75579685e+00, 4.38416696e+00, 8.75656300e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0269254333
          21, -5.59421303e-04, 6.38325460e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.50547410e-03, 6.38325460e-02, -5.59421303e-04, 0.00000000e+00, -8.76388829e-03, 0.00000000e+00, 0.00000000e+00, 2.51683250e+00, 5.76581264e+00, 4.39518479e+00, 8.76665280e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0281884333
          22, -9.04241036e-04, 6.26964400e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.43767059e-03, 6.26964400e-02, -9.04241036e-04, 0.00000000e+00, -1.44225260e-02, 0.00000000e+00, 0.00000000e+00, 2.52642312e+00, 5.77555293e+00, 4.40518170e+00, 8.77645504e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0294318333
          23, -1.29238696e-03, 6.19248358e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.36098540e-03, 6.19248358e-02, -1.29238696e-03, 0.00000000e+00, -2.08702525e-02, 0.00000000e+00, 0.00000000e+00, 2.53574752e+00, 5.78501583e+00, 4.41420164e+00, 8.78596765e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0308080333
          24, -1.69574004e-03, 6.14328216e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.28185697e-03, 6.14328216e-02, -1.69574004e-03, 0.00000000e+00, -2.76031606e-02, 0.00000000e+00, 0.00000000e+00, 2.54480425e+00, 5.79419965e+00, 4.42228760e+00, 8.79518890e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0320375500
          25, -2.09475328e-03, 6.11475565e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.20477240e-03, 6.11475565e-02, -2.09475328e-03, 0.00000000e+00, -3.42573506e-02, 0.00000000e+00, 0.00000000e+00, 2.55359221e+00, 5.80310312e+00, 4.42948139e+00, 8.80411760e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0333206000
          26, -2.47556937e-03, 6.10085711e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.13293340e-03, 6.10085711e-02, -2.47556937e-03, 0.00000000e+00, -4.05774029e-02, 0.00000000e+00, 0.00000000e+00, 2.56211077e+00, 5.81172557e+00, 4.43582368e+00, 8.81275327e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0345433833
          27, -2.82813190e-03, 6.09685789e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.06866372e-03, 6.09685789e-02, -2.82813190e-03, 0.00000000e+00, -4.63867118e-02, 0.00000000e+00, 0.00000000e+00, 2.57035994e+00, 5.82006708e+00, 4.44135408e+00, 8.82109628e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0357905500
          28, -3.14656347e-03, 6.09927669e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.01333319e-03, 6.09927669e-02, -3.14656347e-03, 0.00000000e+00, -5.15891249e-02, 0.00000000e+00, 0.00000000e+00, 2.57834047e+00, 5.82812850e+00, 4.44611137e+00, 8.82914786e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0370395667
          29, -3.42834144e-03, 6.10557997e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.67549775e-04, 6.10557997e-02, -3.42834144e-03, 0.00000000e+00, -5.61509547e-02, 0.00000000e+00, 0.00000000e+00, 2.58605381e+00, 5.83591152e+00, 4.45013367e+00, 8.83691016e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0382623333
          30, -3.67315817e-03, 6.11377382e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.31427273e-04, 6.11377382e-02, -3.67315817e-03, 0.00000000e+00, -6.00800468e-02, 0.00000000e+00, 0.00000000e+00, 2.59350221e+00, 5.84341867e+00, 4.45345867e+00, 8.84438623e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0394793667
          31, -3.88214056e-03, 6.12239912e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.04755401e-04, 6.12239912e-02, -3.88214056e-03, 0.00000000e+00, -6.34088121e-02, 0.00000000e+00, 0.00000000e+00, 2.60068864e+00, 5.85065325e+00, 4.45612380e+00, 8.85157995e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.0406210167
          32, -4.05775295e-03, 6.13059932e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.87015117e-04, 6.13059932e-02, -4.05775295e-03, 0.00000000e+00, -6.61885199e-02, 0.00000000e+00, 0.00000000e+00, 2.60761677e+00, 5.85761931e+00, 4.45816647e+00, 8.85849599e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0419426333
          33, -4.20464566e-03, 6.13804857e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.77187226e-04, 6.13804857e-02, -4.20464566e-03, 0.00000000e+00, -6.85013422e-02, 0.00000000e+00, 0.00000000e+00, 2.61429092e+00, 5.86432159e+00, 4.45962420e+00, 8.86513975e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0431985667
          34, -4.32802277e-03, 6.14471860e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.74122563e-04, 6.14471860e-02, -4.32802277e-03, 0.00000000e+00, -7.04348410e-02, 0.00000000e+00, 0.00000000e+00, 2.62071600e+00, 5.87076545e+00, 4.46053476e+00, 8.87151723e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0444329000
          35, -4.43337078e-03, 6.15043587e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.76608290e-04, 6.15043587e-02, -4.43337078e-03, 0.00000000e+00, -7.20822210e-02, 0.00000000e+00, 0.00000000e+00, 2.62689742e+00, 5.87695675e+00, 4.46093630e+00, 8.87763499e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0457052833
          36, -4.52640136e-03, 6.15508138e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.83378985e-04, 6.15508138e-02, -4.52640136e-03, 0.00000000e+00, -7.35392610e-02, 0.00000000e+00, 0.00000000e+00, 2.63284104e+00, 5.88290184e+00, 4.46086745e+00, 8.88350004e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0469581000
          37, -4.61267820e-03, 6.15871559e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -8.93203316e-04, 6.15871559e-02, -4.61267820e-03, 0.00000000e+00, -7.48967562e-02, 0.00000000e+00, 0.00000000e+00, 2.63855307e+00, 5.88860742e+00, 4.46036738e+00, 8.88911975e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0481878500
          38, -4.69742804e-03, 6.16158398e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.04929278e-04, 6.16158398e-02, -4.69742804e-03, 0.00000000e+00, -7.62373451e-02, 0.00000000e+00, 0.00000000e+00, 2.64404004e+00, 5.89408050e+00, 4.45947588e+00, 8.89450178e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0494271000
          39, -4.78503186e-03, 6.16406625e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.17597166e-04, 6.16406625e-02, -4.78503186e-03, 0.00000000e+00, -7.76278461e-02, 0.00000000e+00, 0.00000000e+00, 2.64930870e+00, 5.89932830e+00, 4.45823336e+00, 8.89965399e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0506736833
          40, -4.87896826e-03, 6.16661675e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.30454406e-04, 6.16661675e-02, -4.87896826e-03, 0.00000000e+00, -7.91190446e-02, 0.00000000e+00, 0.00000000e+00, 2.65436596e+00, 5.90435822e+00, 4.45668096e+00, 8.90458438e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0519188167
          41, -4.98173628e-03, 6.16969780e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.42971414e-04, 6.16969780e-02, -4.98173628e-03, 0.00000000e+00, -8.07452235e-02, 0.00000000e+00, 0.00000000e+00, 2.65921884e+00, 5.90917775e+00, 4.45486048e+00, 8.90930102e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0531542667
          42, -5.09482253e-03, 6.17369473e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.54844657e-04, 6.17369473e-02, -5.09482253e-03, 0.00000000e+00, -8.25246914e-02, 0.00000000e+00, 0.00000000e+00, 2.66387441e+00, 5.91379442e+00, 4.45281449e+00, 8.91381199e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0544068000
          43, -5.21873373e-03, 6.17890249e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.65988826e-04, 6.17890249e-02, -5.21873373e-03, 0.00000000e+00, -8.44605291e-02, 0.00000000e+00, 0.00000000e+00, 2.66833978e+00, 5.91821575e+00, 4.45058624e+00, 8.91812533e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0556325667
          44, -5.35328036e-03, 6.18551409e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.76471776e-04, 6.18551409e-02, -5.35328036e-03, 0.00000000e+00, -8.65454396e-02, 0.00000000e+00, 0.00000000e+00, 2.67262199e+00, 5.92244923e+00, 4.44821970e+00, 8.92224901e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0568414333
          45, -5.49777007e-03, 6.19360859e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -9.86467191e-04, 6.19360859e-02, -5.49777007e-03, 0.00000000e+00, -8.87652164e-02, 0.00000000e+00, 0.00000000e+00, 2.67672803e+00, 5.92650225e+00, 4.44575955e+00, 8.92619087e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0580830333
