"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
9, 8.225136222757390e-01, 2.515232046956038e-02, 9.737806573036169e+04, -1.391186165323150e+00, 2.848821535829134e-01
0, 8.250000000000000e-01, 2.490000000000000e-02, 9.221513191760858e+04, -3.210978845437742e+00, 2.705118281525311e-01
10, 8.200260467832016e-01, 2.539252195641499e-02, 9.724600011781014e+04, -1.437735674523232e+00, 2.817175119458734e-01
11, 8.175377577632659e-01, 2.562525228220698e-02, 9.729754765682807e+04, -1.419566579666536e+00, 2.798125518390871e-01
12, 8.150494053997525e-01, 2.585730328495838e-02, 9.737209176965890e+04, -1.393291822756018e+00, 2.776510982989611e-01
13, 8.125612681562145e-01, 2.609164618569462e-02, 9.740939899254394e+04, -1.380142049083945e+00, 2.757132645930853e-01
14, 8.100736413384225e-01, 2.633134669986020e-02, 9.742311254220734e+04, -1.375308398643919e+00, 2.742878725653710e-01
15, 8.075861411031177e-01, 2.657236023617366e-02, 9.745393485573167e+04, -1.364444377804212e+00, 2.731603413338152e-01
16, 8.050983003244567e-01, 2.680982892981015e-02, 9.750867500743414e+04, -1.345149974468951e+00, 2.719999537599361e-01
17, 8.026097805013100e-01, 2.704006178405967e-02, 9.758340766674423e+04, -1.318808760091563e+00, 2.706925130558079e-01
18, 8.001202191369430e-01, 2.725872824219831e-02, 9.769369427908420e+04, -1.279935751618131e+00, 2.690325605286475e-01
19, 7.976299100419458e-01, 2.746873693836867e-02, 9.778398244810969e+04, -1.248111646360831e+00, 2.672797742719946e-01
20, 7.951395049987100e-01, 2.767760816903780e-02, 9.784168404395207e+04, -1.227773415123868e+00, 2.655366458602176e-01
21, 7.926495253296556e-01, 2.789147910700565e-02, 9.788214399207440e+04, -1.213512392205280e+00, 2.639486285866687e-01
22, 7.901604084457454e-01, 2.811515432949274e-02, 9.787283858533479e+04, -1.216792293068702e+00, 2.626426691033463e-01
23, 7.876726360893644e-01, 2.835329772722824e-02, 9.782946302789470e+04, -1.232080988370272e+00, 2.618780636712576e-01
24, 7.851860137311606e-01, 2.860319472403092e-02, 9.777808234012900e+04, -1.250191272733074e+00, 2.616226166579687e-01
25, 7.826997616695721e-01, 2.885675985942484e-02, 9.775176133987219e+04, -1.259468704003317e+00, 2.616033990819086e-01
26, 7.802131787672552e-01, 2.910705016018034e-02, 9.775355189101404e+04, -1.258837583795411e+00, 2.616410796225066e-01
27, 7.777257582416482e-01, 2.934886607270285e-02, 9.778563469136349e+04, -1.247529275893168e+00, 2.614089803975010e-01
28, 7.752372116913747e-01, 2.957879026536043e-02, 9.783552760983400e+04, -1.229943389434988e+00, 2.608740923751411e-01
29, 7.727476516611527e-01, 2.979747058592683e-02, 9.789075922682130e+04, -1.210475758055301e+00, 2.602090028526098e-01
30, 7.702575074798030e-01, 3.000940591246718e-02, 9.793381678551574e+04, -1.195299148596899e+00, 2.593906460667716e-01
31, 7.677669502670271e-01, 3.021649311372681e-02, 9.797847989320169e+04, -1.179556627118647e+00, 2.585113387210175e-01
32, 7.652761283772814e-01, 3.042026514252212e-02, 9.801398543241755e+04, -1.167041897565277e+00, 2.574991515464246e-01
33, 7.627851331352427e-01, 3.062199303148362e-02, 9.804049230896660e+04, -1.157698949995912e+00, 2.565961146818453e-01
34, 7.602940580201185e-01, 3.082273685573188e-02, 9.807322708518391e+04, -1.146160838467480e+00, 2.558012091441432e-01
35, 7.578029756251976e-01, 3.102338959923085e-02, 9.809705551929162e+04, -1.137761968456656e+00, 2.550418557615409e-01
36, 7.553119487696932e-01, 3.122470829445093e-02, 9.811542694485476e+04, -1.131286544409870e+00, 2.543916031411082e-01
37, 7.528212258843371e-01, 3.142976405537950e-02, 9.810501654625733e+04, -1.134955924621150e+00, 2.538810085432361e-01
38, 7.503310574905883e-01, 3.164143081983112e-02, 9.807798176960967e+04, -1.144484942508310e+00, 2.535972295311351e-01
39, 7.478411455017506e-01, 3.185609753594928e-02, 9.805963728717490e+04, -1.150950869840716e+00, 2.534935251551925e-01
40, 7.453510864781877e-01, 3.206904888102160e-02, 9.806101479401757e+04, -1.150465336428900e+00, 2.534698663819130e-01
41, 7.428605822980964e-01, 3.227672421441647e-02, 9.807908205705039e+04, -1.144097121338555e+00, 2.533713481753219e-01
42, 7.403695243637490e-01, 3.247764954030886e-02, 9.809901400369428e+04, -1.137071656376484e+00, 2.531219616384026e-01
43, 7.378779335327420e-01, 3.267185688896018e-02, 9.812477502708594e+04, -1.127991601605181e+00, 2.527613700972374e-01
44, 7.353858806094327e-01, 3.286003900423798e-02, 9.814588747516538e+04, -1.120550042238420e+00, 2.522831160965825e-01
45, 7.328934417843262e-01, 3.304304175318287e-02, 9.817288120837708e+04, -1.111035491037653e+00, 2.517929207521991e-01
46, 7.304006841248106e-01, 3.322165438995912e-02, 9.820011408179553e+04, -1.101436649467579e+00, 2.511993869783968e-01
47, 7.279076713423368e-01, 3.339668138797516e-02, 9.822147087809790e+04, -1.093908964048536e+00, 2.506479091665497e-01
48, 7.254144872780066e-01, 3.356924625891737e-02, 9.824092614849191e+04, -1.087051514401356e+00, 2.501054486990999e-01
49, 7.229211845904051e-01, 3.374008690300245e-02, 9.826100655264416e+04, -1.079973722236029e+00, 2.495856607495400e-01
50, 7.204277931061138e-01, 3.390962731887970e-02, 9.827985090104304e+04, -1.073331605849973e+00, 2.490492518435405e-01
51, 7.179343317965236e-01, 3.407813748690187e-02, 9.829744520293637e+04, -1.067130096599917e+00, 2.485470502708940e-01
52, 7.154408132771123e-01, 3.424580151404083e-02, 9.831256281658307e+04, -1.061801552083793e+00, 2.480299746493835e-01
