"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
           0, 2.84186964e+00, 2.80063797e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.71141604e+00, 2.43342565e+00, 3.16199868e+00, 0.00000000e+00, 1.01472224e+00, 7.00000000e+00, 0.00000000e+00, -1.55221197e+00, 2.77426892e-01, -6.33429347e-01, 3.91290488e+00, 0.00000000e+00, 9.0000000000, 4.0000000000, 0.0024952333
           1, 3.75612425e+00, 3.70025772e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.26282169e+00, 3.21492017e+00, 4.17907465e+00, 0.00000000e+00, 1.01509801e+00, 7.00000000e+00, 0.00000000e+00, -1.78727659e+00, 4.02434428e-01, 3.63474069e-01, 3.67653367e+00, 0.00000000e+00, 7.0000000000, 2.0020000000, 0.0058111500
           2, 4.37216102e+00, 4.29740726e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.63228002e+00, 3.73254265e+00, 4.86329380e+00, 0.00000000e+00, 1.01739508e+00, 7.00000000e+00, 0.00000000e+00, -1.86836268e+00, 4.75151118e-01, 4.59562544e-01, 3.59578782e+00, 0.00000000e+00, 8.0000000000, 2.6241966755, 0.0085911667
           3, 4.63130740e+00, 4.53461061e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.78424870e+00, 3.93639592e+00, 5.14941635e+00, 0.00000000e+00, 1.02132417e+00, 7.00000000e+00, 0.00000000e+00, -1.91978980e+00, 4.98160136e-01, 4.89856261e-01, 3.54495529e+00, 0.00000000e+00, 8.0000000000, 2.8809745838, 0.0137864667
           4, 4.66403556e+00, 4.54331854e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.79855420e+00, 3.94105038e+00, 5.18296179e+00, 0.00000000e+00, 1.02657023e+00, 7.00000000e+00, 0.00000000e+00, -1.94230316e+00, 4.90906874e-01, 4.84346704e-01, 3.52286186e+00, 0.00000000e+00, 9.0000000000, 3.0567012098, 0.0191333167
           5, 4.58935859e+00, 4.44481106e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.74834170e+00, 3.85237799e+00, 5.09683641e+00, 0.00000000e+00, 1.03252051e+00, 7.00000000e+00, 0.00000000e+00, -1.95570555e+00, 4.75111496e-01, 4.68647937e-01, 3.50969616e+00, 0.00000000e+00, 9.0000000000, 3.1369649707, 0.0227268167
           6, 4.48278901e+00, 4.31563996e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.67961713e+00, 3.73715728e+00, 4.97531919e+00, 0.00000000e+00, 1.03873100e+00, 7.00000000e+00, 0.00000000e+00, -1.96660452e+00, 4.63049865e-01, 4.56544025e-01, 3.49902539e+00, 0.00000000e+00, 9.0000000000, 3.1857439259, 0.0257447000
           7, 4.38098862e+00, 4.19242528e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.61433137e+00, 3.62726737e+00, 4.85926151e+00, 0.00000000e+00, 1.04497715e+00, 7.00000000e+00, 0.00000000e+00, -1.97537129e+00, 4.57949242e-01, 4.51763546e-01, 3.49054170e+00, 0.00000000e+00, 9.0000000000, 3.2259701831, 0.0297544833
           8, 4.29718893e+00, 4.08792198e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.56008445e+00, 3.53375564e+00, 4.76335071e+00, 0.00000000e+00, 1.05119152e+00, 7.00000000e+00, 0.00000000e+00, -1.98176227e+00, 4.58643948e-01, 4.53205563e-01, 3.48447245e+00, 0.00000000e+00, 9.0000000000, 3.2586951211, 0.0330686500
           9, 4.23262066e+00, 4.00277898e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.51724241e+00, 3.45711617e+00, 4.68888740e+00, 0.00000000e+00, 1.05742053e+00, 7.00000000e+00, 0.00000000e+00, -1.98611461e+00, 4.63191913e-01, 4.58865726e-01, 3.48045284e+00, 0.00000000e+00, 9.0000000000, 3.2827606858, 0.0364929333
